run_id,symbol,raw_rows,start_time,end_time,zero_volume_fraction,time_gap_boundaries,zero_volume_boundaries,price_jump_boundaries,segment_count,status,reason,aggregated_15m_rows,partial_15m_windows
de9d776038c3422fa5da733e70116c0d,BZ_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0005065856129685917,802,13,14,816,INCLUDED,,4600,15
de9d776038c3422fa5da733e70116c0d,B_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,802,0,1,803,INCLUDED,,4606,0
de9d776038c3422fa5da733e70116c0d,CF_IDX,13977,2025-10-16T21:05:00,2026-08-13T23:00:00,0.00014309222293768333,812,4,1,817,INCLUDED,,4657,4
de9d776038c3422fa5da733e70116c0d,CJ_IDX,9090,2025-10-16T09:05:00,2026-08-12T15:00:00,0.0,605,0,0,606,INCLUDED,,3030,0
de9d776038c3422fa5da733e70116c0d,CS_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,802,0,0,803,INCLUDED,,4606,0
de9d776038c3422fa5da733e70116c0d,CU_IDX,25356,2025-10-16T21:05:00,2026-08-13T23:15:00,0.0,1022,0,2,1023,INCLUDED,,8127,628
de9d776038c3422fa5da733e70116c0d,CY_IDX,13812,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,808,0,0,809,INCLUDED,,4600,9
de9d776038c3422fa5da733e70116c0d,C_IDX,20305,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,1178,0,0,1179,INCLUDED,,6363,840
de9d776038c3422fa5da733e70116c0d,EB_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,802,0,12,803,INCLUDED,,4606,0
de9d776038c3422fa5da733e70116c0d,EC_IDX,9090,2025-10-16T09:05:00,2026-08-12T15:00:00,0.0,605,0,42,616,INCLUDED,,3024,13
de9d776038c3422fa5da733e70116c0d,EG_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,802,0,14,803,INCLUDED,,4606,0
de9d776038c3422fa5da733e70116c0d,FB_IDX,9090,2025-10-16T09:05:00,2026-08-12T15:00:00,0.09350935093509351,605,1445,0,2012,INCLUDED,,2399,1617
de9d776038c3422fa5da733e70116c0d,FG_IDX,13977,2025-10-16T21:05:00,2026-08-13T23:00:00,0.0,812,0,6,814,INCLUDED,,4659,0
de9d776038c3422fa5da733e70116c0d,FU_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,802,0,37,804,INCLUDED,,4605,2
de9d776038c3422fa5da733e70116c0d,HC_IDX,13977,2025-10-16T21:05:00,2026-08-13T23:00:00,0.0005008227802818917,812,14,0,821,INCLUDED,,4652,14
de9d776038c3422fa5da733e70116c0d,IC_IDX,9696,2025-10-16T09:35:00,2026-08-12T15:00:00,0.0,403,0,4,404,INCLUDED,,3232,0
de9d776038c3422fa5da733e70116c0d,IF_IDX,9696,2025-10-16T09:35:00,2026-08-12T15:00:00,0.0,403,0,0,404,INCLUDED,,3232,0
de9d776038c3422fa5da733e70116c0d,IH_IDX,9696,2025-10-16T09:35:00,2026-08-12T15:00:00,0.0,403,0,0,404,INCLUDED,,3232,0
de9d776038c3422fa5da733e70116c0d,IM_IDX,9696,2025-10-16T09:35:00,2026-08-12T15:00:00,0.0,403,0,3,404,INCLUDED,,3232,0
de9d776038c3422fa5da733e70116c0d,I_IDX,20413,2025-10-16T21:05:00,2026-08-13T23:00:00,0.0,1185,0,12,1188,INCLUDED,,6399,841
